iter	Passed	Remaining
439	1907	2427
440	1910	2421
441	1914	2416
442	1917	2411
443	1921	2406
444	1924	2400
445	1928	2395
446	1931	2390
447	1935	2384
448	1938	2379
449	1941	2373
450	1946	2369
451	1949	2363
452	1952	2358
453	1956	2352
454	1960	2347
455	1963	2342
456	1966	2337
457	1970	2331
458	1973	2325
459	1976	2320
460	1980	2315
461	1984	2310
462	1987	2305
463	1991	2300
464	1994	2295
465	1998	2290
466	2001	2284
467	2005	2279
468	2009	2274
469	2012	2269
470	2015	2264
471	2019	2258
472	2022	2253
473	2026	2248
474	2029	2243
475	2033	2238
476	2036	2232
477	2041	2229
478	2045	2224
479	2048	2219
480	2051	2213
481	2056	2209
482	2059	2204
483	2063	2199
484	2066	2194
485	2070	2189
486	2074	2185
487	2078	2180
488	2081	2175
489	2085	2170
490	2089	2166
491	2092	2160
492	2096	2155
493	2099	2150
494	2103	2146
495	2107	2141
496	2110	2135
497	2113	2130
498	2117	2125
499	2120	2120
500	2124	2115
501	2127	2110
502	2131	2105
503	2135	2101
504	2138	2096
505	2142	2091
506	2145	2086
507	2148	2081
508	2152	2076
509	2156	2071
510	2159	2066
511	2162	2061
512	2166	2056
513	2170	2052
514	2173	2047
515	2177	2042
516	2180	2037
517	2184	2032
518	2188	2027
519	2191	2023
520	2195	2018
521	2198	2013
522	2202	2008
523	2206	2003
524	2209	1999
525	2213	1994
526	2217	1989
527	2220	1985
528	2223	1980
529	2227	1975
530	2231	1970
531	2234	1965
532	2238	1961
533	2241	1956
534	2245	1951
535	2248	1946
536	2252	1941
537	2255	1936
538	2258	1931
539	2262	1927
540	2266	1922
541	2269	1917
542	2272	1912
543	2276	1908
544	2280	1903
545	2283	1898
546	2287	1894
547	2290	1889
548	2294	1884
549	2297	1879
550	2301	1875
551	2304	1870
552	2307	1865
553	2311	1860
554	2314	1856
555	2318	1851
556	2321	1846
557	2325	1842
558	2328	1837
559	2332	1832
560	2335	1827
561	2338	1822
562	2344	1819
563	2347	1815
564	2351	1810
565	2354	1805
566	2358	1801
567	2361	1796
568	2365	1791
569	2368	1786
570	2372	1782
571	2375	1777
572	2379	1773
573	2382	1768
574	2386	1763
575	2390	1759
576	2393	1754
577	2397	1750
578	2400	1745
579	2404	1741
580	2407	1736
581	2411	1731
582	2414	1727
583	2418	1722
584	2421	1718
585	2425	1713
586	2428	1708
587	2432	1704
588	2435	1699
589	2439	1695
590	2443	1690
591	2446	1686
592	2449	1681
593	2453	1677
594	2457	1672
595	2460	1667
596	2464	1663
597	2467	1658
598	2471	1654
599	2474	1649
600	2477	1644
601	2481	1640
602	2485	1636
603	2489	1631
604	2492	1627
605	2495	1622
606	2499	1618
607	2502	1613
608	2506	1609
609	2509	1604
610	2513	1599
611	2516	1595
612	2522	1592
613	2528	1589
614	2532	1585
615	2536	1581
616	2539	1576
617	2543	1572
618	2546	1567
619	2550	1563
620	2553	1558
621	2557	1554
622	2560	1549
623	2564	1545
624	2567	1540
625	2571	1536
626	2574	1531
627	2578	1527
628	2581	1522
629	2586	1518
630	2589	1514
631	2592	1509
632	2596	1505
633	2600	1501
634	2603	1496
635	2607	1492
636	2610	1487
637	2614	1483
638	2617	1478
639	2621	1474
640	2624	1469
641	2628	1465
642	2631	1461
643	2635	1456
644	2638	1452
645	2641	1447
646	2645	1443
647	2649	1439
648	2652	1434
649	2656	1430
650	2660	1426
651	2663	1421
652	2667	1417
653	2670	1412
654	2674	1408
655	2677	1404
656	2681	1399
657	2684	1395
658	2688	1391
659	2692	1386
660	2696	1382
661	2699	1378
662	2703	1374
663	2706	1369
664	2710	1365
665	2713	1360
666	2716	1356
667	2720	1352
668	2724	1347
669	2727	1343
670	2730	1339
671	2734	1334
672	2738	1330
673	2742	1326
674	2745	1322
675	2749	1317
676	2752	1313
677	2756	1309
678	2759	1304
679	2763	1300
680	2766	1296
681	2770	1291
682	2773	1287
683	2777	1283
684	2780	1278
685	2783	1274
686	2787	1269
687	2791	1265
688	2794	1261
689	2798	1257
690	2801	1252
691	2805	1248
692	2808	1244
693	2812	1239
694	2815	1235
695	2819	1231
696	2823	1227
697	2826	1222
698	2829	1218
699	2833	1214
700	2837	1210
701	2840	1205
702	2843	1201
703	2847	1197
704	2851	1193
705	2854	1188
706	2858	1184
707	2861	1180
708	2865	1176
709	2869	1172
710	2872	1167
711	2876	1163
712	2879	1159
713	2883	1155
714	2887	1150
715	2890	1146
716	2894	1142
717	2897	1138
718	2902	1134
719	2905	1130
720	2909	1125
721	2913	1121
722	2916	1117
723	2919	1113
724	2923	1108
725	2926	1104
726	2930	1100
727	2933	1096
728	2937	1091
729	2940	1087
730	2944	1083
731	2947	1079
732	2951	1074
733	2954	1070
734	2957	1066
735	2961	1062
736	2965	1058
737	2968	1053
738	2972	1049
739	2975	1045
740	2979	1041
741	2982	1036
742	2985	1032
743	2989	1028
744	2992	1024
745	2996	1020
746	2999	1015
747	3002	1011
748	3006	1007
749	3010	1003
750	3014	999
751	3018	995
752	3022	991
753	3025	987
754	3029	983
755	3032	978
756	3036	974
757	3039	970
758	3043	966
759	3046	962
760	3050	957
761	3053	953
762	3057	949
763	3060	945
764	3064	941
765	3067	937
766	3071	932
767	3074	928
768	3077	924
769	3081	920
770	3084	916
771	3088	912
772	3091	907
773	3095	903
774	3098	899
775	3102	895
776	3106	891
777	3110	887
778	3113	883
779	3117	879
780	3121	875
781	3124	871
782	3127	866
783	3131	862
784	3134	858
785	3138	854
786	3141	850
787	3145	846
788	3148	842
789	3152	837
790	3155	833
791	3159	829
792	3163	825
793	3166	821
794	3170	817
795	3173	813
796	3177	809
797	3180	805
798	3184	801
799	3187	796
800	3191	792
801	3194	788
802	3198	784
803	3202	780
804	3205	776
805	3209	772
806	3212	768
807	3216	764
808	3219	760
809	3223	756
810	3226	751
811	3230	747
812	3233	743
813	3237	739
814	3240	735
815	3243	731
816	3248	727
817	3252	723
818	3256	719
819	3259	715
820	3263	711
821	3267	707
822	3271	703
823	3275	699
824	3280	695
825	3284	691
826	3288	687
827	3291	683
828	3296	679
829	3299	675
830	3303	671
831	3306	667
832	3310	663
833	3313	659
834	3317	655
835	3321	651
836	3324	647
837	3328	643
838	3332	639
839	3335	635
840	3338	631
841	3342	627
842	3346	623
843	3349	619
844	3353	615
845	3357	611
846	3360	607
847	3364	602
848	3367	598
849	3370	594
850	3375	590
851	3378	586
852	3381	582
853	3385	578
854	3389	574
855	3392	570
856	3396	566
857	3399	562
858	3403	558
859	3406	554
860	3410	550
861	3414	546
862	3417	542
863	3420	538
864	3424	534
865	3427	530
866	3431	526
867	3434	522
868	3438	518
869	3442	514
870	3446	510
871	3449	506
872	3453	502
873	3456	498
874	3460	494
875	3463	490
876	3467	486
877	3471	482
878	3474	478
879	3478	474
880	3481	470
881	3485	466
882	3488	462
883	3492	458
884	3495	454
885	3499	450
886	3505	446
887	3509	442
888	3514	438
889	3520	435
890	3525	431
891	3529	427
892	3535	423
893	3540	419
894	3544	415
895	3550	412
896	3554	408
897	3559	404
898	3564	400
899	3569	396
900	3573	392
901	3578	388
902	3583	384
903	3587	381
904	3592	377
905	3598	373
906	3602	369
907	3607	365
908	3613	361
909	3619	357
910	3624	354
911	3630	350
912	3636	346
913	3640	342
914	3645	338
915	3650	334
916	3655	330
917	3659	326
918	3664	322
919	3669	319
920	3673	315
921	3678	311
922	3682	307
923	3685	303
924	3689	299
925	3694	295
926	3699	291
927	3703	287
928	3711	283
929	3716	279
930	3721	275
931	3729	272
932	3732	268
933	3736	264
934	3740	260
935	3743	255
936	3747	251
937	3750	247
938	3754	243
939	3757	239
940	3761	235
941	3764	231
942	3768	227
943	3772	223
944	3775	219
945	3779	215
946	3782	211
947	3786	207
948	3790	203
949	3793	199
950	3797	195
951	3801	191
952	3805	187
953	3808	183
954	3811	179
955	3815	175
956	3819	171
957	3823	167
958	3827	163
959	3830	159
960	3834	155
961	3838	151
962	3841	147
963	3845	143
964	3849	139
965	3853	135
966	3856	131
967	3860	127
968	3863	123
969	3867	119
970	3871	115
971	3874	111
972	3878	107
973	3882	103
974	3886	99
975	3889	95
976	3893	91
977	3896	87
978	3900	83
979	3904	79
980	3907	75
981	3910	71
982	3914	67
983	3918	63
984	3922	59
985	3925	55
986	3929	51
987	3933	47
988	3936	43
989	3940	39
990	3943	35
991	3947	31
992	3951	27
993	3954	23
994	3957	19
995	3961	15
996	3965	11
997	3968	7
998	3972	3
999	3975	0
