iter	Logloss
208	0.3347440338
209	0.334249649
210	0.3330600739
211	0.3319625854
212	0.3313838196
213	0.3309957123
214	0.3303489685
215	0.3296063995
216	0.3289226532
217	0.3285453796
218	0.3282465363
219	0.327747879
220	0.3273317719
221	0.3269472885
222	0.3262572479
223	0.325319252
224	0.3249822617
225	0.3244975281
226	0.324214859
227	0.3237465668
228	0.3232193375
229	0.3229571915
230	0.3225611877
231	0.322102356
232	0.3217115021
233	0.321332016
234	0.3206878662
235	0.3202142334
236	0.3197387314
237	0.3192388916
238	0.318870163
239	0.3186951828
240	0.3182986069
241	0.3179854584
242	0.3176396561
243	0.3169949341
244	0.3166490746
245	0.316042099
246	0.315765419
247	0.3153819275
248	0.3148352051
249	0.3144792938
250	0.3141902161
251	0.3135868454
252	0.312628727
253	0.3122486496
254	0.3119729614
255	0.3115621948
256	0.3109449387
257	0.3105899811
258	0.3101480484
259	0.3095641327
260	0.3091294861
261	0.3088461304
262	0.308453598
263	0.3081620407
264	0.3077554321
265	0.3073599625
266	0.307069416
267	0.306509552
268	0.3062749672
269	0.3058789825
270	0.3055661774
271	0.3051486969
272	0.3042880249
273	0.3038621521
274	0.3033464813
275	0.3028208923
276	0.302425766
277	0.3021177673
278	0.3018848228
279	0.3015955162
280	0.301196537
281	0.3008807564
282	0.3002705002
283	0.3000450706
284	0.2996938324
285	0.2994641113
286	0.299270668
287	0.2989893532
288	0.2981579208
289	0.29760746
290	0.2972405434
291	0.2969399261
292	0.2966714478
293	0.2963376999
294	0.2958743668
295	0.295514679
296	0.2952047157
297	0.294771595
298	0.2944342232
299	0.2941711807
300	0.2937975311
301	0.2934361649
302	0.2931706619
303	0.2928047943
304	0.2925883675
305	0.2923530006
306	0.2920586777
307	0.2916856003
308	0.2913529587
309	0.2909003639
310	0.2905450058
311	0.2901805496
312	0.2897107697
313	0.2894681168
314	0.28916399
315	0.2888516808
316	0.2884024811
317	0.2881722832
318	0.2877378845
319	0.2873902512
320	0.2870811653
321	0.2867650986
322	0.2864818573
323	0.2861719131
324	0.2857157898
325	0.2855235291
326	0.2851418877
327	0.284940567
328	0.2842908859
329	0.2838516808
330	0.2836406708
331	0.2833938789
332	0.2832000732
333	0.2828806877
334	0.2826011467
335	0.2823129272
336	0.2819521141
337	0.2817363358
338	0.2814572716
339	0.2812237167
340	0.2808976746
341	0.2805992508
342	0.2803716278
343	0.2801950455
344	0.2798711777
345	0.2794085693
346	0.279201355
347	0.2789120483
348	0.2785302162
349	0.2781846809
350	0.2779820442
351	0.2776265335
352	0.2772028732
353	0.2768644905
354	0.2764590454
355	0.2761323166
356	0.2758329582
357	0.2756884766
358	0.2753219223
359	0.2751442337
360	0.2747979927
361	0.2745130157
362	0.2742345047
363	0.2739082718
364	0.273494339
365	0.2732073593
366	0.2730796814
367	0.2729016113
368	0.2727443695
369	0.2724589539
370	0.2720386505
371	0.2715616989
372	0.2713010406
373	0.2710556984
374	0.2706134796
375	0.2702734184
376	0.2700233841
377	0.2699168396
378	0.2696727753
379	0.2693533325
380	0.2689170456
381	0.2686279297
382	0.268323288
383	0.2681497955
384	0.2679034996
385	0.2675944519
386	0.2672777939
387	0.2670563126
388	0.2668032074
389	0.2665803146
390	0.2662452698
391	0.2659441566
392	0.2656686211
393	0.265289135
394	0.2649072838
395	0.2647019768
396	0.2644366455
397	0.2640624809
398	0.2638750458
399	0.263572979
400	0.2632976913
401	0.2629578781
402	0.2626579666
403	0.2624525833
404	0.2622661972
405	0.2619618988
406	0.2617593002
407	0.2614367867
408	0.2612630463
409	0.2607600021
410	0.2603746796
411	0.260168457
412	0.2599233437
413	0.2596644592
414	0.2593114662
415	0.2592048073
416	0.2588444328
417	0.2586034775
418	0.2583238602
419	0.2580532074
420	0.257673645
421	0.2574259377
422	0.257185936
423	0.2567445374
424	0.2565520668
425	0.2563862038
426	0.2562131119
427	0.2559176064
428	0.2556507492
429	0.2554013634
430	0.2551475525
431	0.2546658707
432	0.2544233131
433	0.2541423607
434	0.2539456367
435	0.253794632
436	0.2534927368
437	0.2532574081
438	0.2530653
439	0.2527431107
440	0.2525148582
441	0.2521901703
442	0.2519915771
443	0.2517414093
444	0.2514825249
445	0.2512262154
446	0.2510103416
447	0.2508683395
448	0.2507239914
449	0.2505433846
450	0.2502164841
451	0.2500418282
452	0.2498713303
453	0.2495238876
454	0.2493822479
455	0.2491246033
456	0.2488534927
457	0.2487558746
458	0.2484167099
459	0.2481381226
460	0.247849102
461	0.2475658035
462	0.2471816254
463	0.2469765472
464	0.2466904068
465	0.2464460945
466	0.2462405777
467	0.2457945633
468	0.2456404114
469	0.2455126953
470	0.245246048
471	0.2449582863
472	0.2447164345
473	0.2444340134
474	0.2442094231
475	0.2439371872
476	0.2437107277
477	0.243549881
478	0.2433362198
479	0.243094902
480	0.2429019737
481	0.2426943588
482	0.2425265694
483	0.2422516823
484	0.2421125031
485	0.2418931389
486	0.2416924095
487	0.241332016
488	0.2411568451
489	0.2409905052
490	0.2406014252
491	0.2401613617
492	0.2398580742
493	0.2396706009
494	0.2394701958
495	0.2392088699
496	0.2390359497
497	0.238764267
498	0.2384695053
499	0.2380859756
500	0.2378131676
501	0.2376633453
502	0.2373305893
503	0.2371061134
504	0.2366844559
505	0.2363951111
506	0.2359924889
507	0.2358585358
508	0.235725975
509	0.235446701
510	0.2352067375
511	0.2348833847
512	0.2346414185
513	0.234383812
514	0.2340248489
515	0.233900795
516	0.2337521744
517	0.2337031937
518	0.233337822
519	0.2330432892
520	0.2327528954
521	0.2324177551
522	0.2322592163
523	0.2321047211
524	0.2318826485
525	0.2316388702
526	0.2315005684
527	0.2310401726
528	0.2308250237
529	0.2303386307
530	0.2301045609
531	0.2299627304
532	0.2296670914
533	0.2293966484
534	0.2290976334
535	0.2289676094
536	0.2287623405
537	0.2285595703
538	0.2284264374
539	0.228163414
540	0.2277006149
541	0.2274319077
542	0.2271467209
543	0.226999054
544	0.2267922211
545	0.2266016006
546	0.2264279366
547	0.2262130165
548	0.2260150909
549	0.2257548523
550	0.2255300522
551	0.2252568245
552	0.2250730133
553	0.2248110199
554	0.2245368576
555	0.2243544006
556	0.2241424561
557	0.2238565445
558	0.2236690903
559	0.2234760094
560	0.2233033752
561	0.223091507
562	0.222886219
563	0.2226690674
564	0.2223199844
565	0.222124958
566	0.221917038
567	0.2217859077
568	0.2215223885
569	0.221431427
570	0.2212496948
571	0.2210567093
572	0.2208472824
573	0.2207098007
574	0.2205230713
575	0.2203227615
576	0.2200759888
577	0.2198052979
578	0.2194459724
579	0.2192713928
580	0.21909935
581	0.2187602234
582	0.218522892
583	0.2183312607
584	0.2180033684
585	0.217652092
586	0.2175230408
587	0.2172894669
588	0.2171379089
589	0.2169915009
590	0.2168866158
591	0.2166269875
592	0.2164565849
593	0.2161970139
594	0.2158852386
595	0.2157828331
596	0.215456543
597	0.2152457809
598	0.2151226044
599	0.2150116348
600	0.2148761749
601	0.2146551132
602	0.2144017029
603	0.2141620636
604	0.2139956284
605	0.2137073898
606	0.2135404587
607	0.2133695793
608	0.2131764603
609	0.2129901886
610	0.2128046417
611	0.2126486969
612	0.2125261307
613	0.2122329521
614	0.2118770218
615	0.2116195297
616	0.2114297104
617	0.2112903214
618	0.2111263657
619	0.2109363174
620	0.2108085632
621	0.2106356812
622	0.2105356598
623	0.2102486038
624	0.2099299622
625	0.2097312164
626	0.2095020485
627	0.2094169998
628	0.2092179108
629	0.2090262604
630	0.208850441
631	0.2085320282
632	0.2083294678
633	0.2080069923
634	0.2077513504
635	0.2076263618
636	0.2075283432
637	0.207384758
638	0.2071596146
639	0.2070336533
640	0.2068715858
641	0.2066320038
642	0.2063252258
643	0.2061548615
644	0.2059518433
645	0.2058248329
646	0.2057050896
647	0.20542696
648	0.2052061844
649	0.2049201202
650	0.2048148537
651	0.2044940567
652	0.2042212296
653	0.2041623688
654	0.2039603615
655	0.2037492371
656	0.203481884
657	0.2032111359
658	0.2031027794
659	0.2028731537
660	0.2026256561
661	0.2024738312
662	0.2023819733
663	0.2020510101
664	0.2018950462
665	0.2017120743
666	0.2016025162
667	0.2014688492
668	0.20128582
669	0.2011623764
670	0.2009703255
671	0.2007758904
672	0.2006069946
673	0.2003747559
674	0.2000603104
675	0.1998381805
676	0.1996276855
677	0.1994155884
678	0.1993473053
679	0.1992071533
680	0.199089222
681	0.199026413
682	0.1988114929
683	0.1986199188
684	0.1985091782
685	0.1983412361
686	0.1979002762
687	0.1977415848
688	0.1976158142
689	0.1973763084
690	0.1971855164
691	0.1969942093
692	0.1967126465
693	0.1965787125
694	0.1963820648
695	0.1961792374
696	0.195914135
697	0.1958402443
698	0.1957368279
699	0.1955121613
700	0.195442791
701	0.1952093315
702	0.194967556
703	0.1947137833
704	0.1946503258
705	0.1944431686
706	0.1942809296
707	0.1939682579
708	0.1938282585
709	0.193708744
710	0.1934607315
711	0.1931211472
712	0.1929446793
713	0.1927891541
714	0.1927106857
715	0.1926201248
716	0.1924160004
717	0.1922150803
718	0.191975174
719	0.1917376709
720	0.191453495
721	0.1911231995
722	0.1909496117
723	0.1908209419
724	0.1905721855
725	0.1902813911
726	0.1902354813
727	0.1900297165
728	0.1896259117
729	0.1893632126
730	0.1890390587
731	0.1888249779
732	0.1886922264
733	0.188486042
734	0.1882221985
735	0.1879248238
736	0.1877576828
737	0.187604351
738	0.1874411011
739	0.187193737
740	0.1870694351
741	0.1870408821
742	0.1869180489
743	0.1866679764
744	0.1865408707
745	0.1863652039
746	0.1863460541
747	0.1862057877
748	0.1860511017
749	0.1859526634
750	0.1857872963
751	0.1856253815
752	0.1855829239
753	0.1854101944
754	0.1851051521
755	0.1848902893
756	0.1846923065
757	0.1845558167
758	0.184536171
759	0.1842106628
760	0.184073391
761	0.183938446
762	0.1837061501
763	0.1834904099
764	0.183309536
765	0.1830979919
766	0.1829610825
767	0.1828886414
768	0.1827067947
769	0.1826528168
770	0.1824051666
771	0.1821465683
772	0.1819160461
773	0.1817121124
774	0.1816326523
775	0.1813819885
776	0.1813042068
777	0.1810530853
778	0.1807054138
779	0.1805628967
780	0.1802892113
781	0.1801780891
782	0.1800577545
783	0.179883461
784	0.1798034859
785	0.1795991135
786	0.1794785881
787	0.1792302513
788	0.179079628
789	0.1788813019
790	0.1787029076
791	0.178506012
792	0.1784027481
793	0.1782067871
794	0.1780111885
795	0.1778056908
796	0.1776556778
797	0.1775709534
798	0.177287178
799	0.1770966339
800	0.1769838333
801	0.1767957687
802	0.1764700699
803	0.1763677216
804	0.1761080933
805	0.1759346771
806	0.1757785416
807	0.1757405663
808	0.1755889511
809	0.1754403687
810	0.1753953934
811	0.1753190231
812	0.1750025177
813	0.1748250198
814	0.1746552658
815	0.1745706749
816	0.1743315697
817	0.1741113663
818	0.173887558
819	0.1737152863
820	0.1734920311
821	0.1733544922
822	0.1731911469
823	0.1730106735
824	0.1727969742
825	0.172609005
826	0.1724406433
827	0.1723233414
828	0.172070694
829	0.1719132996
830	0.1717920685
831	0.1715322876
832	0.1712142181
833	0.1711362648
834	0.1709579277
835	0.170781002
836	0.1707033539
837	0.1704813957
838	0.1703486252
839	0.1701890564
840	0.1701577568
841	0.1699424171
842	0.1696658516
843	0.1694865608
844	0.1693543053
845	0.1692082596
846	0.169042511
847	0.1689660263
848	0.1688186264
849	0.1685185623
850	0.1683672333
851	0.1680701256
852	0.1678028679
853	0.1676210594
854	0.1674308586
855	0.1672407532
856	0.1671135139
857	0.1668668747
858	0.1667160606
859	0.1666659737
860	0.1665057373
861	0.1662998581
862	0.1661930466
863	0.1660389328
864	0.1658278656
865	0.1656780815
866	0.1656082726
867	0.1655038261
868	0.1654787827
869	0.1652855873
870	0.1652035904
871	0.1651802063
872	0.1651115799
873	0.1648420906
874	0.1646723175
875	0.164557972
876	0.1643354797
877	0.1642000198
878	0.1640224457
879	0.1639355469
880	0.1637265396
881	0.1636717796
882	0.1634427261
883	0.1633205414
884	0.1632965851
885	0.1631698799
886	0.1630738449
887	0.16296175
888	0.1627635574
889	0.1627169037
890	0.1625886917
891	0.1624331665
892	0.1622332382
893	0.1620452118
894	0.1618070602
895	0.1616345406
896	0.1615637589
897	0.1614023018
898	0.1612650681
899	0.1611481094
900	0.1610228348
901	0.1609477234
902	0.1608350754
903	0.1607236862
904	0.1605389786
905	0.1603372574
906	0.1600979233
907	0.159920063
908	0.1598035622
909	0.1597660542
910	0.1597370815
911	0.1595863628
912	0.1594399452
913	0.1592675781
914	0.1591996288
915	0.1590386391
916	0.1588109016
917	0.1586596298
918	0.1585601807
919	0.1583519363
920	0.1582161999
921	0.1579485321
922	0.157720623
923	0.1574421883
924	0.1573264694
925	0.157276001
926	0.1571254349
927	0.1568723869
928	0.1567110634
929	0.1566132259
930	0.1563685989
931	0.1562205124
932	0.1560649776
933	0.1558912563
934	0.1557764149
935	0.1557549477
936	0.1555014324
937	0.1552392769
938	0.1550528812
939	0.1549320412
940	0.1546750832
941	0.1544887161
942	0.1543115425
943	0.1542252064
944	0.1540680122
945	0.1539499283
946	0.1538039494
947	0.1536322594
948	0.1535204887
949	0.1533918667
950	0.1532024288
951	0.1530568027
952	0.1529275799
953	0.1528316116
954	0.1526234722
955	0.152450304
956	0.152272625
957	0.1521397209
958	0.1519317627
959	0.1518345833
960	0.1516844845
961	0.1516059303
962	0.1513478851
963	0.1512100983
964	0.1510186195
965	0.1508770752
966	0.1506511879
967	0.1505859947
968	0.1505565834
969	0.1503884315
970	0.1503077126
971	0.150130043
972	0.1501060486
973	0.1498832321
974	0.1497148132
975	0.1495889854
976	0.1493571281
977	0.1491925621
978	0.1490292358
979	0.1488676167
980	0.1486703014
981	0.1485192299
982	0.1484323311
983	0.1482715511
984	0.1481680965
985	0.1478784561
986	0.1476525688
987	0.1475475121
988	0.1474307156
989	0.1473946667
990	0.1471857262
991	0.1470161533
992	0.1469286919
993	0.1468445015
994	0.1465880966
995	0.1465579224
996	0.1463925171
997	0.1461492825
998	0.1459122276
999	0.1457437515
